Academy,Course Code,Course Item,Activity Name,Activity Type,Trainee Masked,Result,Percentage,Attempt,Date
Toronto,T-21-COR-22,SQL,General Marking Scheme,Standard,Trainee 2940,90,0.9,1,25/08/2021 00:00
Toronto,T-21-COR-22,SQL,General Marking Scheme,Standard,Trainee 907,88,0.88,1,25/08/2021 00:00
Toronto,T-21-COR-22,SQL,General Marking Scheme,Standard,Trainee 1503,88,0.88,1,25/08/2021 00:00
Toronto,T-21-COR-22,SQL,General Marking Scheme,Standard,Trainee 2739,87,0.87,1,25/08/2021 00:00
Toronto,T-21-COR-22,SQL,General Marking Scheme,Standard,Trainee 2717,83,0.83,2,25/08/2021 00:00
Toronto,T-21-COR-22,SQL,General Marking Scheme,Standard,Trainee 2968,83,0.83,1,25/08/2021 00:00
Toronto,T-21-COR-22,SQL,General Marking Scheme,Standard,Trainee 3040,81,0.81,1,25/08/2021 00:00
Toronto,T-21-COR-22,SQL,General Marking Scheme,Standard,Trainee 3020,80,0.8,2,25/08/2021 00:00
Toronto,T-21-COR-22,SQL,General Marking Scheme,Standard,Trainee 2793,77,0.77,1,25/08/2021 00:00
Toronto,T-21-COR-22,SQL,General Marking Scheme,Standard,Trainee 3042,77,0.77,1,25/08/2021 00:00
Toronto,T-21-COR-22,SQL,General Marking Scheme,Standard,Trainee 3046,77,0.77,1,25/08/2021 00:00
Toronto,T-21-COR-22,SQL,General Marking Scheme,Standard,Trainee 1895,72,0.72,1,25/08/2021 00:00
Toronto,T-21-COR-22,SQL,General Marking Scheme,Standard,Trainee 957,67,0.67,1,25/08/2021 00:00
Toronto,T-21-COR-22,SQL,General Marking Scheme,Standard,Trainee 3038,66,0.66,1,25/08/2021 00:00
Toronto,T-21-COR-22,SQL,General Marking Scheme,Standard,Trainee 2717,53,0.53,1,25/08/2021 00:00
Toronto,T-21-COR-22,SQL,General Marking Scheme,Standard,Trainee 3020,23,0.23,1,25/08/2021 00:00
Sydney,SY-21-FOU-14,Excel,EXCEL Exam - March 2017,Standard,Trainee 901,100,1,3,26/08/2021 00:00
Sydney,SY-21-FOU-14,Excel,EXCEL Exam - March 2017,Standard,Trainee 1295,100,1,1,26/08/2021 00:00
Sydney,SY-21-FOU-14,Excel,EXCEL Project - March 2017,Standard,Trainee 1605,99,0.99,1,26/08/2021 00:00
Sydney,SY-21-FOU-14,Excel,EXCEL Project - March 2017,Standard,Trainee 1610,99,0.99,1,26/08/2021 00:00
Sydney,SY-21-FOU-14,Excel,EXCEL Project - March 2017,Standard,Trainee 1636,99,0.99,1,26/08/2021 00:00
Sydney,SY-21-FOU-14,Excel,EXCEL Project - March 2017,Standard,Trainee 1543,98,0.98,1,26/08/2021 00:00
Sydney,SY-21-FOU-14,Excel,EXCEL Project - March 2017,Standard,Trainee 1562,98,0.98,1,26/08/2021 00:00
Sydney,SY-21-FOU-14,Excel,EXCEL Project - March 2017,Standard,Trainee 1877,97,0.97,1,26/08/2021 00:00
Sydney,SY-21-FOU-14,Excel,EXCEL Project - March 2017,Standard,Trainee 494,97,0.97,1,26/08/2021 00:00
Sydney,SY-21-FOU-14,Excel,EXCEL Project - March 2017,Standard,Trainee 837,97,0.97,1,26/08/2021 00:00
Sydney,SY-21-FOU-14,Excel,EXCEL Project - March 2017,Standard,Trainee 893,97,0.97,1,26/08/2021 00:00
Sydney,SY-21-FOU-14,Excel,EXCEL Project - March 2017,Standard,Trainee 1049,97,0.97,1,26/08/2021 00:00
Sydney,SY-21-FOU-14,Excel,EXCEL Project - March 2017,Standard,Trainee 1295,97,0.97,1,26/08/2021 00:00
Sydney,SY-21-FOU-14,Excel,EXCEL Project - March 2017,Standard,Trainee 2171,96,0.96,1,26/08/2021 00:00
Sydney,SY-21-FOU-14,Excel,EXCEL Project - March 2017,Standard,Trainee 1965,96,0.96,1,26/08/2021 00:00
Sydney,SY-21-FOU-14,Excel,EXCEL Exam - March 2017,Standard,Trainee 1543,95,0.95,1,26/08/2021 00:00
Sydney,SY-21-FOU-14,Excel,EXCEL Project - March 2017,Standard,Trainee 2453,94,0.94,1,26/08/2021 00:00
Sydney,SY-21-FOU-14,Excel,EXCEL Project - March 2017,Standard,Trainee 2458,94,0.94,1,26/08/2021 00:00
Sydney,SY-21-FOU-14,Excel,EXCEL Project - March 2017,Standard,Trainee 805,94,0.94,1,26/08/2021 00:00
Sydney,SY-21-FOU-14,Excel,EXCEL Exam - March 2017,Standard,Trainee 1965,93,0.93,1,26/08/2021 00:00
Sydney,SY-21-FOU-14,Excel,EXCEL Exam - March 2017,Standard,Trainee 1562,93,0.93,1,26/08/2021 00:00
Sydney,SY-21-FOU-14,Excel,EXCEL Project - March 2017,Standard,Trainee 2573,91,0.91,1,26/08/2021 00:00
Sydney,SY-21-FOU-14,Excel,EXCEL Exam - March 2017,Standard,Trainee 1877,90,0.9,1,26/08/2021 00:00
Sydney,SY-21-FOU-14,Excel,EXCEL Exam - March 2017,Standard,Trainee 2458,90,0.9,1,26/08/2021 00:00
Sydney,SY-21-FOU-14,Excel,EXCEL Exam - March 2017,Standard,Trainee 1605,90,0.9,1,26/08/2021 00:00
Sydney,SY-21-FOU-14,Excel,EXCEL Exam - March 2017,Standard,Trainee 494,90,0.9,1,26/08/2021 00:00
Sydney,SY-21-FOU-14,Excel,EXCEL Exam - March 2017,Standard,Trainee 2640,90,0.9,1,26/08/2021 00:00
Sydney,SY-21-FOU-14,Excel,EXCEL Exam - March 2017,Standard,Trainee 2573,90,0.9,1,26/08/2021 00:00
Sydney,SY-21-FOU-14,Excel,EXCEL Exam - March 2017,Standard,Trainee 1610,90,0.9,1,26/08/2021 00:00
Sydney,SY-21-FOU-14,Excel,EXCEL Exam - March 2017,Standard,Trainee 2171,90,0.9,1,26/08/2021 00:00
Sydney,SY-21-FOU-14,Excel,EXCEL Exam - March 2017,Standard,Trainee 805,90,0.9,1,26/08/2021 00:00
Sydney,SY-21-FOU-14,Excel,EXCEL Exam - March 2017,Standard,Trainee 837,90,0.9,1,26/08/2021 00:00
Sydney,SY-21-FOU-14,Excel,EXCEL Exam - March 2017,Standard,Trainee 893,90,0.9,1,26/08/2021 00:00
Sydney,SY-21-FOU-14,Excel,EXCEL Exam - March 2017,Standard,Trainee 1049,90,0.9,1,26/08/2021 00:00
Sydney,SY-21-FOU-14,Excel,EXCEL Exam - March 2017,Standard,Trainee 1322,90,0.9,1,26/08/2021 00:00
Sydney,SY-21-FOU-14,Excel,EXCEL Project - March 2017,Standard,Trainee 1322,89,0.89,1,26/08/2021 00:00
Sydney,SY-21-FOU-14,Excel,EXCEL Project - March 2017,Standard,Trainee 2640,88,0.88,1,26/08/2021 00:00
Sydney,SY-21-FOU-14,Excel,EXCEL Project - March 2017,Standard,Trainee 1264,88,0.88,1,26/08/2021 00:00
Sydney,SY-21-FOU-14,Excel,EXCEL Exam - March 2017,Standard,Trainee 2657,86,0.86,2,26/08/2021 00:00
Sydney,SY-21-FOU-14,Excel,EXCEL Project - March 2017,Standard,Trainee 2729,85,0.85,1,26/08/2021 00:00
Sydney,SY-21-FOU-14,Excel,EXCEL Exam - March 2017,Standard,Trainee 1264,85,0.85,2,26/08/2021 00:00
Sydney,SY-21-FOU-14,Excel,EXCEL Project - March 2017,Standard,Trainee 2657,84,0.84,1,26/08/2021 00:00
Sydney,SY-21-FOU-14,Excel,EXCEL Project - March 2017,Standard,Trainee 2750,81,0.81,1,26/08/2021 00:00
Sydney,SY-21-FOU-14,Excel,EXCEL Exam - March 2017,Standard,Trainee 2453,80,0.8,1,26/08/2021 00:00
Sydney,SY-21-FOU-14,Excel,EXCEL Exam - March 2017,Standard,Trainee 1636,80,0.8,1,26/08/2021 00:00
Sydney,SY-21-FOU-14,Excel,EXCEL Project - March 2017,Standard,Trainee 901,79,0.79,1,26/08/2021 00:00
Sydney,SY-21-FOU-14,Excel,EXCEL Exam - March 2017,Standard,Trainee 2729,75,0.75,1,26/08/2021 00:00
Sydney,SY-21-FOU-14,Excel,EXCEL Exam - March 2017,Standard,Trainee 2750,75,0.75,2,26/08/2021 00:00
Sydney,SY-21-FOU-14,Excel,EXCEL Exam - March 2017,Standard,Trainee 2657,65,0.65,1,26/08/2021 00:00
Sydney,SY-21-FOU-14,Excel,EXCEL Exam - March 2017,Standard,Trainee 901,62,0.62,2,26/08/2021 00:00
Sydney,SY-21-FOU-14,Excel,EXCEL Exam - March 2017,Standard,Trainee 901,60,0.6,1,26/08/2021 00:00
Sydney,SY-21-FOU-14,Excel,EXCEL Exam - March 2017,Standard,Trainee 1264,58,0.58,1,26/08/2021 00:00
Sydney,SY-21-FOU-14,Excel,EXCEL Exam - March 2017,Standard,Trainee 2750,50,0.5,1,26/08/2021 00:00
London,L-21-DET-02,Spark & PySpark,General Marking Scheme,Standard,Trainee 3,100,1,1,27/08/2021 00:00
London,L-21-DET-02,Spark & PySpark,General Marking Scheme,Standard,Trainee 29,100,1,1,27/08/2021 00:00
Frankfurt,F-21-FOU-08,Unix,EMEA UNIX Shell Scripting Project  2021,Standard,Trainee 36,100,1,1,27/08/2021 00:00
Toronto,T-21-JAV-14,OOD 1,OOD Marking Scheme,Standard,Trainee 101,100,1,1,27/08/2021 00:00
London,L-21-JAV-05,Data Access,Java Marking Scheme,Standard,Trainee 102,100,1,1,27/08/2021 00:00
London,L-21-JAV-05,Data Access,Java Marking Scheme,Standard,Trainee 157,100,1,1,27/08/2021 00:00
London,L-21-FOU-26,Unix,EMEA UNIX Shell Scripting Project  2021,Standard,Trainee 159,100,1,1,27/08/2021 00:00
London,L-21-JAV-05,Data Access,Java Marking Scheme,Standard,Trainee 169,100,1,1,27/08/2021 00:00
London,L-21-JAV-05,Data Access,Java Marking Scheme,Standard,Trainee 244,100,1,1,27/08/2021 00:00
London,L-21-FOU-28,Pro Skills,EMEA CV Written Assessment 2021,Standard,Trainee 280,1,1,1,27/08/2021 00:00
Singapore,S-21-OOD-06,Object Orientated Development Week 3,OOD Marking Scheme,Standard,Trainee 309,100,1,1,27/08/2021 00:00
London,L-21-FOU-24,Unix,EMEA UNIX Shell Scripting Project  2021,Standard,Trainee 352,100,1,1,27/08/2021 00:00
London,L-21-JAV-05,Data Access,Java Marking Scheme,Standard,Trainee 356,100,1,1,27/08/2021 00:00
London,L-21-FOU-24,Unix,EMEA UNIX Shell Scripting Project  2021,Standard,Trainee 358,100,1,1,27/08/2021 00:00
London,L-21-FOU-28,Pro Skills,EMEA CV Written Assessment 2021,Standard,Trainee 361,1,1,1,27/08/2021 00:00
London,L-21-FOU-28,Pro Skills,EMEA CV Written Assessment 2021,Standard,Trainee 407,1,1,1,27/08/2021 00:00
Toronto,T-21-JAV-14,OOD 1,OOD Marking Scheme,Standard,Trainee 411,100,1,1,27/08/2021 00:00
Toronto,T-21-JAV-14,OOD 1,OOD Marking Scheme,Standard,Trainee 445,100,1,1,27/08/2021 00:00
London,L-21-FOU-24,Unix,EMEA UNIX Shell Scripting Project  2021,Standard,Trainee 455,100,1,1,27/08/2021 00:00
London,L-21-JAV-05,Data Access,Java Marking Scheme,Standard,Trainee 488,100,1,1,27/08/2021 00:00
Toronto,T-21-JAV-14,OOD 1,OOD Marking Scheme,Standard,Trainee 508,100,1,1,27/08/2021 00:00
Singapore,S-21-OOD-07,Object Orientated Development Week 2,OOD Marking Scheme,Standard,Trainee 545,100,1,1,27/08/2021 00:00
London,L-21-FOU-28,Pro Skills,EMEA CV Written Assessment 2021,Standard,Trainee 555,1,1,1,27/08/2021 00:00
London,L-21-FOU-28,Pro Skills,EMEA CV Written Assessment 2021,Standard,Trainee 568,1,1,1,27/08/2021 00:00
Sydney,SY-21-FOU-15,SQL,Core - SQL Marking Scheme Jan 2015,Standard,Trainee 583,60,1,1,27/08/2021 00:00
London,L-21-JAV-05,Data Access,Java Marking Scheme,Standard,Trainee 593,100,1,1,27/08/2021 00:00
Toronto,T-21-JAV-14,OOD 1,OOD Marking Scheme,Standard,Trainee 597,100,1,1,27/08/2021 00:00
London,L-21-JAV-05,Data Access,Java Marking Scheme,Standard,Trainee 605,100,1,1,27/08/2021 00:00
Frankfurt,F-21-FOU-08,Unix,EMEA UNIX Command Line Test 2021,Standard,Trainee 627,100,1,1,27/08/2021 00:00
London,L-21-JAV-05,Data Access,Java Marking Scheme,Standard,Trainee 696,100,1,1,27/08/2021 00:00
Glasgow,G-21-TOP-02,SecOps Week 1,General Marking Scheme,Standard,Trainee 714,100,1,2,27/08/2021 00:00
Toronto,T-21-JAV-14,OOD 1,OOD Marking Scheme,Standard,Trainee 734,100,1,1,27/08/2021 00:00
New York,N-21-COR-12,Excel,Excel - Workbook Test,Standard,Trainee 761,100,1,1,27/08/2021 00:00
London,L-21-FOU-24,Unix,EMEA UNIX Shell Scripting Project  2021,Standard,Trainee 781,100,1,1,27/08/2021 00:00
London,L-21-JAV-05,Data Access,Java Marking Scheme,Standard,Trainee 801,100,1,1,27/08/2021 00:00
London,L-21-FOU-28,Pro Skills,EMEA CV Written Assessment 2021,Standard,Trainee 816,1,1,1,27/08/2021 00:00
London,L-21-FOU-27,Business Fundamentals,Core - Business Fundamentals Exam,Standard,Trainee 821,100,1,1,27/08/2021 00:00
London,L-21-BIT-03,Extract; Transform; Load,General Marking Scheme,Standard,Trainee 851,100,1,1,27/08/2021 00:00
Glasgow,G-21-FOU-15,SQL,EMEA SQL Marking Scheme 2021,Standard,Trainee 853,60,1,1,27/08/2021 00:00
London,L-21-FOU-28,Pro Skills,EMEA CV Written Assessment 2021,Standard,Trainee 884,1,1,1,27/08/2021 00:00
London,L-21-FOU-28,Pro Skills,EMEA Pro Skills Presentation Assessment 2021,Standard,Trainee 884,60,1,1,27/08/2021 00:00
New York,N-21-COR-12,Excel,Excel - Workbook Test,Standard,Trainee 912,100,1,1,27/08/2021 00:00
Glasgow,G-21-FOU-15,SQL,EMEA SQL Marking Scheme 2021,Standard,Trainee 936,60,1,1,27/08/2021 00:00
Sydney,SY-21-FOU-15,SQL,Core - SQL Marking Scheme Jan 2015,Standard,Trainee 943,60,1,1,27/08/2021 00:00
Glasgow,G-21-FOU-15,SQL,EMEA SQL Marking Scheme 2021,Standard,Trainee 980,60,1,1,27/08/2021 00:00
Hong Kong,H-21-FOU-13,SQL,Core - SQL Marking Scheme Jan 2015,Standard,Trainee 1005,60,1,1,27/08/2021 00:00
London,L-21-FOU-28,Pro Skills,EMEA CV Written Assessment 2021,Standard,Trainee 1008,1,1,1,27/08/2021 00:00
London,L-21-JAV-05,Data Access,Java Marking Scheme,Standard,Trainee 1025,100,1,1,27/08/2021 00:00
London,L-21-FOU-28,Pro Skills,EMEA CV Written Assessment 2021,Standard,Trainee 1044,1,1,1,27/08/2021 00:00
London,L-21-FOU-24,Unix,EMEA UNIX Shell Scripting Project  2021,Standard,Trainee 1122,100,1,1,27/08/2021 00:00
London,L-21-FOU-28,Pro Skills,EMEA CV Written Assessment 2021,Standard,Trainee 1128,1,1,1,27/08/2021 00:00
London,L-21-FOU-24,Unix,EMEA UNIX Shell Scripting Project  2021,Standard,Trainee 1170,100,1,1,27/08/2021 00:00
Hong Kong,H-21-FOU-13,SQL,Core - SQL Marking Scheme Jan 2015,Standard,Trainee 1189,60,1,1,27/08/2021 00:00
Glasgow,G-21-FOU-16,SQL,EMEA SQL Marking Scheme 2021,Standard,Trainee 1218,60,1,1,27/08/2021 00:00
London,L-21-TST-01,Final Group Project & Sign Off,Test Final Group Project,Standard,Trainee 1220,100,1,1,27/08/2021 00:00
London,L-21-JAV-05,Data Access,Java Marking Scheme,Standard,Trainee 1233,100,1,1,27/08/2021 00:00
London,L-21-TST-01,Final Group Project & Sign Off,Test Final Group Project,Standard,Trainee 1242,100,1,1,27/08/2021 00:00
London,L-21-TST-01,Final Group Project & Sign Off,Test Final Group Project,Standard,Trainee 1319,100,1,1,27/08/2021 00:00
London,L-21-FOU-24,Unix,EMEA UNIX Shell Scripting Project  2021,Standard,Trainee 1332,100,1,1,27/08/2021 00:00
Singapore,S-21-OOD-07,Object Orientated Development Week 2,OOD Marking Scheme,Standard,Trainee 1345,100,1,1,27/08/2021 00:00
London,L-21-FOU-28,Pro Skills,EMEA CV Written Assessment 2021,Standard,Trainee 1347,1,1,1,27/08/2021 00:00
London,L-21-FOU-28,Pro Skills,EMEA CV Written Assessment 2021,Standard,Trainee 1401,1,1,1,27/08/2021 00:00
Toronto,T-21-JAV-14,OOD 1,OOD Marking Scheme,Standard,Trainee 1418,100,1,2,27/08/2021 00:00
London,L-21-JAV-05,Data Access,Java Marking Scheme,Standard,Trainee 1447,100,1,1,27/08/2021 00:00
London,L-21-FOU-28,Pro Skills,EMEA CV Written Assessment 2021,Standard,Trainee 1460,1,1,1,27/08/2021 00:00
London,L-21-TST-01,Final Group Project & Sign Off,Test Final Group Project,Standard,Trainee 1461,100,1,1,27/08/2021 00:00
New York,N-21-COR-12,Excel,Excel - Workbook Test,Standard,Trainee 1524,100,1,1,27/08/2021 00:00
London,L-21-JAV-05,Data Access,Java Marking Scheme,Standard,Trainee 1530,100,1,1,27/08/2021 00:00
New York,N-21-RRC-02,Risk Management,General Marking Scheme,Standard,Trainee 1623,99,0.99,1,27/08/2021 00:00
New York,N-21-COR-12,Excel,Excel - Workbook Test,Standard,Trainee 1276,99,0.99,1,27/08/2021 00:00
London,L-21-FOU-28,Pro Skills,EMEA Pro Skills Presentation Assessment 2021,Standard,Trainee 280,59,0.9833,1,27/08/2021 00:00
Hong Kong,H-21-FOU-13,SQL,Core - SQL Marking Scheme Jan 2015,Standard,Trainee 994,59,0.9833,1,27/08/2021 00:00
London,L-21-FOU-28,Pro Skills,EMEA Pro Skills Presentation Assessment 2021,Standard,Trainee 1008,59,0.9833,1,27/08/2021 00:00
London,L-21-FOU-28,Pro Skills,EMEA Pro Skills Presentation Assessment 2021,Standard,Trainee 1347,59,0.9833,1,27/08/2021 00:00
Hong Kong,H-21-FOU-13,SQL,Core - SQL Marking Scheme Jan 2015,Standard,Trainee 1589,59,0.9833,1,27/08/2021 00:00
Frankfurt,F-21-FOU-08,Unix,EMEA UNIX Command Line Test 2021,Standard,Trainee 36,98,0.98,1,27/08/2021 00:00
Frankfurt,F-21-FOU-08,Unix,EMEA UNIX Command Line Test 2021,Standard,Trainee 89,98,0.98,1,27/08/2021 00:00
Frankfurt,F-21-FOU-08,Unix,EMEA UNIX Shell Scripting Project  2021,Standard,Trainee 89,98,0.98,1,27/08/2021 00:00
Frankfurt,F-21-FOU-08,Unix,EMEA UNIX Command Line Test 2021,Standard,Trainee 188,98,0.98,1,27/08/2021 00:00
London,L-21-FOU-26,Unix,EMEA UNIX Command Line Test 2021,Standard,Trainee 404,98,0.98,1,27/08/2021 00:00
Singapore,S-21-OOD-06,Object Orientated Development Week 3,OOD Marking Scheme,Standard,Trainee 468,98,0.98,1,27/08/2021 00:00
Singapore,S-21-OOD-07,Object Orientated Development Week 2,OOD Marking Scheme,Standard,Trainee 566,98,0.98,1,27/08/2021 00:00
Frankfurt,F-21-FOU-08,Unix,EMEA UNIX Shell Scripting Project  2021,Standard,Trainee 627,98,0.98,1,27/08/2021 00:00
London,L-21-FOU-26,Unix,EMEA UNIX Command Line Test 2021,Standard,Trainee 871,98,0.98,1,27/08/2021 00:00
New York,N-21-COR-12,Excel,Excel - Workbook Test,Standard,Trainee 1827,98,0.98,1,27/08/2021 00:00
London,L-21-FOU-26,Unix,EMEA UNIX Shell Scripting Project  2021,Standard,Trainee 404,97,0.97,1,27/08/2021 00:00
Glasgow,G-21-GB2B-02,Project Support Office,General Marking Scheme,Standard,Trainee 748,97,0.97,1,27/08/2021 00:00
London,L-21-TST-01,Final Group Project & Sign Off,Test Final Group Project,Standard,Trainee 1941,97,0.97,1,27/08/2021 00:00
Sydney,SY-21-FOU-15,SQL,Core - SQL Marking Scheme Jan 2015,Standard,Trainee 1740,58,0.9667,1,27/08/2021 00:00
London,L-21-FOU-28,Pro Skills,EMEA Pro Skills Presentation Assessment 2021,Standard,Trainee 361,58,0.9667,1,27/08/2021 00:00
London,L-21-FOU-28,Pro Skills,EMEA Pro Skills Presentation Assessment 2021,Standard,Trainee 1401,58,0.9667,1,27/08/2021 00:00
Hong Kong,H-21-FOU-13,SQL,Core - SQL Marking Scheme Jan 2015,Standard,Trainee 1459,58,0.9667,1,27/08/2021 00:00
London,L-21-FOU-26,Unix,EMEA UNIX Command Line Test 2021,Standard,Trainee 98,96,0.96,1,27/08/2021 00:00
Toronto,T-21-JAV-14,OOD 1,OOD Marking Scheme,Standard,Trainee 2126,96,0.96,2,27/08/2021 00:00
London,L-21-FOU-26,Unix,EMEA UNIX Command Line Test 2021,Standard,Trainee 159,96,0.96,1,27/08/2021 00:00
Singapore,S-21-OOD-06,Object Orientated Development Week 3,OOD Marking Scheme,Standard,Trainee 246,96,0.96,1,27/08/2021 00:00
New York,N-21-TST-02,OOD 1,General Marking Scheme,Standard,Trainee 275,96,0.96,1,27/08/2021 00:00
London,L-21-FOU-26,Unix,EMEA UNIX Command Line Test 2021,Standard,Trainee 952,96,0.96,1,27/08/2021 00:00
Leeds,LE-21-JAV-02,Sign Off Week,Java Signoff Exam Aug 2013,AXS_Exam,Trainee 976,96,0.96,1,27/08/2021 00:00
Leeds,LE-21-JAV-02,Sign Off Week,Java Marking Scheme,Standard,Trainee 976,96,0.96,1,27/08/2021 00:00
Singapore,S-21-OOD-06,Object Orientated Development Week 3,OOD Marking Scheme,Standard,Trainee 1028,96,0.96,1,27/08/2021 00:00
Leeds,LE-21-TOP-03,OS Admin Week 3,OS Admin Total Score March 2018,Standard,Trainee 1034,384,0.96,1,27/08/2021 00:00
New York,N-21-COR-12,Excel,Excel - Workbook Test,Standard,Trainee 2214,96,0.96,1,27/08/2021 00:00
London,L-21-FOU-28,Pro Skills,EMEA Pro Skills I/V Assessment 2021,Standard,Trainee 1008,46,0.9583,1,27/08/2021 00:00
London,L-21-FOU-28,Pro Skills,EMEA Pro Skills I/V Assessment 2021,Standard,Trainee 1347,46,0.9583,1,27/08/2021 00:00
London,L-21-FOU-28,Pro Skills,EMEA Pro Skills I/V Assessment 2021,Standard,Trainee 1401,46,0.9583,1,27/08/2021 00:00
Leeds,LE-21-TOP-03,OS Admin Week 3,OS Admin Total Score March 2018,Standard,Trainee 536,382,0.955,1,27/08/2021 00:00
Leeds,LE-21-TOP-03,OS Admin Week 3,OS Admin Total Score March 2018,Standard,Trainee 199,381,0.9525,1,27/08/2021 00:00
London,L-21-DET-02,Spark & PySpark,General Marking Scheme,Standard,Trainee 10,95,0.95,1,27/08/2021 00:00
Toronto,T-21-JAV-13,OOD 3,OOD Marking Scheme,Standard,Trainee 35,95,0.95,1,27/08/2021 00:00
Glasgow,G-21-FOU-15,SQL,EMEA SQL Marking Scheme 2021,Standard,Trainee 37,57,0.95,1,27/08/2021 00:00
Frankfurt,F-21-FOU-08,Unix,EMEA UNIX Command Line Test 2021,Standard,Trainee 75,95,0.95,1,27/08/2021 00:00
Frankfurt,F-21-FOU-08,Unix,EMEA UNIX Shell Scripting Project  2021,Standard,Trainee 75,95,0.95,1,27/08/2021 00:00
Sydney,SY-21-FOU-15,SQL,Core - SQL Marking Scheme Jan 2015,Standard,Trainee 145,57,0.95,1,27/08/2021 00:00
Glasgow,G-21-GB2B-02,Project Support Office,General Marking Scheme,Standard,Trainee 146,95,0.95,1,27/08/2021 00:00
Hong Kong,H-21-FOU-13,SQL,Core - SQL Marking Scheme Jan 2015,Standard,Trainee 2286,57,0.95,1,27/08/2021 00:00
London,L-21-DET-02,Spark & PySpark,General Marking Scheme,Standard,Trainee 180,95,0.95,1,27/08/2021 00:00
Toronto,T-21-JAV-13,OOD 3,OOD Marking Scheme,Standard,Trainee 1884,95,0.95,1,27/08/2021 00:00
London,L-21-TST-01,Final Group Project & Sign Off,Test Final Group Project,Standard,Trainee 2293,95,0.95,1,27/08/2021 00:00
Glasgow,G-21-JAV-04,Spring MVC,Java Marking Scheme,Standard,Trainee 236,95,0.95,1,27/08/2021 00:00
Leeds,LE-21-JAV-02,Sign Off Week,Java Signoff Exam Aug 2013,AXS_Exam,Trainee 305,95,0.95,1,27/08/2021 00:00
Leeds,LE-21-JAV-02,Sign Off Week,Java Marking Scheme,Standard,Trainee 305,95,0.95,1,27/08/2021 00:00
Hong Kong,H-21-FOU-13,SQL,Core - SQL Marking Scheme Jan 2015,Standard,Trainee 367,57,0.95,1,27/08/2021 00:00
London,L-21-FOU-27,Business Fundamentals,Core - Business Fundamentals Presentation,Standard,Trainee 371,95,0.95,1,27/08/2021 00:00
London,L-21-RRC-03,Risk,General Marking Scheme,Standard,Trainee 391,95,0.95,1,27/08/2021 00:00
London,L-21-FOU-27,Business Fundamentals,Core - Business Fundamentals Exam,Standard,Trainee 395,95,0.95,1,27/08/2021 00:00
Leeds,LE-21-OOD-04,Object Orientated Development Week 2,OOD Marking Scheme,Standard,Trainee 396,95,0.95,1,27/08/2021 00:00
Glasgow,G-21-JAV-04,Spring MVC,Java Marking Scheme,Standard,Trainee 418,95,0.95,1,27/08/2021 00:00
Toronto,T-21-JAV-13,OOD 3,OOD Marking Scheme,Standard,Trainee 431,95,0.95,1,27/08/2021 00:00
London,L-21-FOU-27,Business Fundamentals,Core - Business Fundamentals Exam,Standard,Trainee 446,95,0.95,1,27/08/2021 00:00
Toronto,T-21-JAV-13,OOD 3,OOD Marking Scheme,Standard,Trainee 476,95,0.95,2,27/08/2021 00:00
London,L-21-FOU-27,Business Fundamentals,Core - Business Fundamentals Exam,Standard,Trainee 539,95,0.95,1,27/08/2021 00:00
London,L-21-FOU-26,Unix,EMEA UNIX Command Line Test 2021,Standard,Trainee 746,95,0.95,1,27/08/2021 00:00
Sydney,SY-21-JAV-06,Java Week 2,Java Marking Scheme,Standard,Trainee 790,95,0.95,1,27/08/2021 00:00
London,L-21-RRC-03,Risk,General Marking Scheme,Standard,Trainee 829,95,0.95,1,27/08/2021 00:00
Sydney,SY-21-JAV-06,Java Week 2,Java Marking Scheme,Standard,Trainee 845,95,0.95,1,27/08/2021 00:00
London,L-21-FOU-26,Unix,EMEA UNIX Shell Scripting Project  2021,Standard,Trainee 952,95,0.95,1,27/08/2021 00:00
London,L-21-FOU-27,Business Fundamentals,Core - Business Fundamentals Exam,Standard,Trainee 958,95,0.95,1,27/08/2021 00:00
Sydney,SY-21-BA/PSO-02,APM,APM Introductory Certificate Jan 2012,External,Trainee 2043,57,0.95,1,27/08/2021 00:00
London,L-21-GB2B-07,Business Analysis,Business Analyst Foundation Certificate,External,Trainee 1062,38,0.95,1,27/08/2021 00:00
Glasgow,G-21-GB2B-02,Project Support Office,General Marking Scheme,Standard,Trainee 1940,95,0.95,1,27/08/2021 00:00
Glasgow,G-21-FOU-15,SQL,EMEA SQL Marking Scheme 2021,Standard,Trainee 1129,57,0.95,1,27/08/2021 00:00
London,L-21-DET-02,Spark & PySpark,General Marking Scheme,Standard,Trainee 1226,95,0.95,1,27/08/2021 00:00
Sydney,SY-21-FOU-15,SQL,Core - SQL Marking Scheme Jan 2015,Standard,Trainee 2235,57,0.95,1,27/08/2021 00:00
Glasgow,G-21-FOU-16,SQL,EMEA SQL Marking Scheme 2021,Standard,Trainee 1290,57,0.95,1,27/08/2021 00:00
Toronto,T-21-JAV-13,OOD 3,OOD Marking Scheme,Standard,Trainee 1369,95,0.95,2,27/08/2021 00:00
Sydney,SY-21-BA/PSO-02,APM,APM Introductory Certificate Jan 2012,External,Trainee 1833,57,0.95,1,27/08/2021 00:00
London,L-21-FOU-27,Business Fundamentals,Core - Business Fundamentals Exam,Standard,Trainee 1451,95,0.95,1,27/08/2021 00:00
Hong Kong,H-21-JAV-04,Java Week 1,Java Marking Scheme,Standard,Trainee 1555,95,0.95,1,27/08/2021 00:00
